raw_dream,dreamer,date,processed_dream,polarity,subjectivity,dream_length,tags,symbols,cluster,dominant_topic,pca1,pca2
"I had the darndest dream last night.  I dreamt that I was at Sycamore Gardens and that my mother was going to have her art show there, and we were walking through some thick foliage and looking at different animals and looking at different people's displays and we decided to go back to the band show and see if they had their sound board set up yet.  So we got back there and there was a rope fence partitioning off this spot of ground where they were going to put the equipment.  And there were a whole bunch of chairs set up, but there was no band and no sound tech, so we kept walking around for a while.  And then we got back, we decided to go back and see if they were set up, and I saw this guy sitting in the spot where the board was supposed to be with the radio, and he said, ""They're not going to have a band today.  They're not going to need me today.""  And then I woke up.",jasmine1,2000 (late),darndest dream last night dreamt sycamore gardens mother going her art show there walking through some thick foliage looking different animals looking different peoples displays decided go back band show see if their sound board set up yet so got back there there rope fence partitioning off this spot ground where going put equipment there whole bunch chairs set up there no band no sound tech so kept walking around while then got back decided go back see if set up saw this guy sitting spot where board supposed radio he said theyre not going band today theyre not going need today then woke up,0.009090909090909094,0.2674242424242424,178,['Social'],"['Family', 'Nature', 'Body']",2,1,0.015534969603397522,-0.11418703505131332
"I dreamt that we were at this craft fair thing at Sycamore Gardens.  How come I always have dreams about us being at Sycamore Gardens?  Anyway, I dreamt that there was a craft fair at Sycamore Gardens, and I just had this incredible urge to go in the bathroom and do something really sick.  So I asked to go and use the restroom, and I got up and all of a sudden I was in my bedroom looking west into the bathroom, and there was a line of about five people in front of me.  And the person in front of me was crawling, a crab crawl on her back, and I decided, ""Nah,"" this wouldn't really be a good time to go in there and do that.  There's too many people around.  And so then I woke up.",jasmine1,2000 (late),dreamt this craft fair thing sycamore gardens how come always dreams about us sycamore gardens anyway dreamt there craft fair sycamore gardens just this incredible urge go bathroom do something really sick so asked go use restroom got up all sudden bedroom looking west into bathroom there line about five people front person front crawling crab crawl her back decided nah this wouldnt really good time go there do theres too many people around so then woke up,0.3482142857142857,0.6446428571428571,139,['Social'],['Nature'],3,1,0.06734696818852573,-0.1734275494996394
"I went back to sleep, and I had another dream about Sycamore Gardens.  How come I keep having all these stupid Sycamore Gardens dreams?  I dreamt that we were at Sycamore Gardens going to a craft fair, and I was walking along with some old lady showing her some different craft booths and things, and I had this feeling like we were getting lost, but I wasn't really sure.  Then we went back into the main building and I saw the old mechanical horse that I used to ride on all the time.",jasmine1,????,went back sleep another dream about sycamore gardens how come keep having all these stupid sycamore gardens dreams dreamt sycamore gardens going craft fair walking along some old lady showing her some different craft booths things this feeling like getting lost wasnt really sure then went back into main building saw old mechanical horse used ride all time,0.08518518518518518,0.45802469135802476,93,['Uncategorized'],"['Animals', 'Nature']",3,1,0.030376429365547315,-0.13944034062149394
"I dreamt that my mother and I were driving out to the music store -- I can't remember if my father was with us or not -- and we had a machine set up in the car, plugged into the fuse panel and drawing 12 volts just like all the other accessories.  And my mother and my father were going in to look at some things at the music store, too, for a while, and I stayed out because I was tired and I wanted to take a nap, and I turned on the ignition and started listening to the radio.  And I was listening and listening, and before I knew it, it was starting to sound a little weak, and I thought, ""Oh no, here we go.""  And so I shut it off and tried to start the engine, and it wouldn't start.  And I was thinking, ""What am I going to tell them?  Am I going to tell them I was reading the whole time?""  And so I went in and I was looking around with them, and my mother handed me four CDs and said, ""Take these up to the counter.""  Two of them were Christmas orchestra things, one of them was something to do with rap and the other one I couldn't read.  And I was thinking to myself, ""How am I going to tell them it won't start?  Should I just let them discover it or what?""  But I woke up before they really tried to start it.  [This actually happened when I was in middle school: my mother left me in the car, left the radio on, and promised she'd come back in 5 minutes.  But, we both lost track of the time, and she came out a half hour later and couldn't start the car!!  I can't tell you how awful I felt that day, it was all my fault!}",jasmine1,2000 (late),dreamt mother driving out music store cant remember if father us or not machine set up car plugged into fuse panel drawing 12 volts just like all other accessories mother father going look some things music store too while stayed out because tired wanted take nap turned ignition started listening radio listening listening before knew starting sound little weak thought oh no here go so shut off tried start engine wouldnt start thinking what going tell going tell reading whole time so went looking around mother handed four cds said take these up counter two christmas orchestra things one something do rap other one couldnt read thinking myself how going tell wont start should just let discover or what woke up before really tried start this actually happened when middle school mother left car left radio promised shed come back 5 minutes both lost track time she came out half hour later couldnt start car cant tell you how awful felt day all fault,-0.0928921568627451,0.2906862745098039,317,['Anxiety'],"['Family', 'Vehicles', 'Body']",2,1,0.11778025136654416,-0.16235928763698487
"Yesterday when I was at school, they were working on the alarm system and it kept going off and going off and going off all during second and third periods.  So I guess it was reflected in my dream last night.  I dreamt that I was in sixth period in Mr. Truman's class in the main building and that someone had taken one of the alarm boxes off the wall and was holding it in their hand, and this woman grabs me by the hand and says, ""Come on, let's get out of here.  It's going to sound any minute now.""  And so we got out, we were running down the stairs as fast as we could run, and all of a sudden I was hanging in mid-air and I couldn't run anywhere.  And I was climbing these bars to get down the stairs, and then I ran out onto the football field and the alarm finally went off when I got out there.  And I saw like this huge gang of people out there, and I couldn't tell who was who and what they were out there for.",jasmine1,2000-11-12,yesterday when school working alarm system kept going off going off going off all during second third periods so guess reflected dream last night dreamt sixth period mr trumans class main building someone taken one alarm boxes off wall holding their hand this woman grabs by hand says come lets get out here its going sound any minute now so got out running down stairs as fast as could run all sudden hanging midair couldnt run anywhere climbing these bars get down stairs then ran out onto football field alarm finally went off when got out there saw like this huge gang people out there couldnt tell who who what out there,0.07777777777777778,0.39797979797979804,189,"['Fear/Chase', 'Social']","['Nature', 'Body']",2,1,-0.00515905531546334,-0.24131057150635976
"I also dreamt last night [laugh], I dreamt last night that I was hanging on top of a playground kind of a thingy, and that I had fallen, I had jumped from it, and I got knocked unconscious and I was in the hospital.  And my father brought me this baby doll that talked and I took the baby doll's clothes off, and I was trying to figure, she had all kinds of complicated electronic things.  She had a couple of ______ things and I was trying to figure how she worked and what she did.  And I was sitting here experimenting, and all of a sudden my father comes in the room, and I put the doll's clothes on top of the doll, and I put a picture of a wreath on top of the thing, and then he starts talking to me and I kind of drift away to another scene.  Before I know it, I'm contemplating going to the bathroom in a chicken dish.  Sorry, I had to use a tiny tape recorder on the last three entries, so they've been sounding kind of ""blahhhh"" because the boom box has been nowhere in sight.  But fortunately I found it, so now I can use it and get better fidelity.",jasmine1,2000 (late),also dreamt last night laugh dreamt last night hanging top playground kind thingy fallen jumped from got knocked unconscious hospital father brought this baby doll talked took baby dolls clothes off trying figure she all kinds complicated electronic things she couple ______ things trying figure how she worked what she did sitting here experimenting all sudden father comes room put dolls clothes top doll put picture wreath top thing then he starts talking kind drift away another scene before know im contemplating going bathroom chicken dish sorry use tiny tape recorder last three entries so theyve sounding kind blahhhh because boom box nowhere sight fortunately found so now can use get better fidelity,0.17058823529411765,0.5676470588235293,212,['Social'],"['Animals', 'Family']",4,1,0.14181044130822099,0.002512831894249437
"My mother and I were riding the tandem down to the beach and we were taking this ice cream thing with us.  And we got to the beach, we swam a little, and all of a sudden I was in the car and listening to the radio without the engine on.  You know how you put the accessories on?  Well, I was getting ready to shut off the ignition because it had been on for almost an hour, and I was feeling through all kinds of wires.  There were so many wires, it was like spaghetti.  And then all of a sudden I realized I was feeling behind the back seat instead of where the ignition switch is.  So I climbed over the back seat and went in to where the ignition switch was.  There were as many wires as they were like spaghetti.  I was feeling through all the wires, I think I knocked a couple of them out of place, and I could not find the ignition switch.",jasmine1,2000 (late),mother riding tandem down beach taking this ice cream thing us got beach swam little all sudden car listening radio without engine you know how you put accessories well getting ready shut off ignition because almost hour feeling through all kinds wires there so many wires like spaghetti then all sudden realized feeling behind back seat instead where ignition switch so climbed over back seat went where ignition switch there as many wires as like spaghetti feeling through all wires think knocked couple out place could not find ignition switch,0.04569444444444444,0.3988888888888889,170,['Water'],"['Family', 'Vehicles']",2,1,-0.032102828976517686,-0.13432862235399867
"The next dream I had is that I was in Auntie Margaret's pool.  And we swam to the deep end and my father said, ""Look at this beautiful pearl here.""  There was like seaweed and pearl.  And my father said, ""Don't ever go under this ledge; you might run out of air.  I'm going to go get some pearl for Auntie Margaret's and show them how pretty it is in her pool.  And I swam around while he was getting that, and I remember telling myself not to worry about pool vents, but I was still worried about them anyway.",jasmine1,2000 (late),next dream auntie margarets pool swam deep end father said look this beautiful pearl here there like seaweed pearl father said dont ever go under this ledge you might run out air im going go get some pearl auntie margarets show how pretty her pool swam around while he getting remember telling myself not worry about pool vents still worried about anyway,0.275,0.6,100,"['Anxiety', 'Water']",['Family'],2,1,0.021944648815627566,-0.04552944093874608
"In my dream, the first thing I remember was this very nerdy guy that goes to my school (in my opinion he was the biggest nerd at my school). So, then I saw a girl talking to him, and all of a sudden she kissed him. Just that event was so dramatic to me, I started crying selflessly at what had just happened- a completely beautiful girl kissed this complete geek, and I was so touched by that moment, that I think I fell in love with her on the spot and realized she was the most beautiful girl I'd ever seen. Later I caught up with her at a cafe of some sort, and sat and talked to her, but I didn't want to tell her how much I liked her because she might have thought I was trying to take advantage of her, and with such a nice girl, I wouldn't want to do THAT.",jeff,01/30/2000,dream first thing remember this very nerdy guy goes school opinion he biggest nerd school so then saw girl talking him all sudden she kissed him just event so dramatic started crying selflessly what just happened completely beautiful girl kissed this complete geek so touched by moment think fell love her spot realized she most beautiful girl id ever seen later caught up her cafe some sort sat talked her didnt want tell her how much liked her because she might thought trying take advantage her such nice girl wouldnt want do,0.27261904761904765,0.5809523809523809,157,"['Anxiety', 'Social']",['Family'],4,1,0.38278046835201834,0.148286679334684
"The next thing I know, I'm in this big, fairly dark room, and my old female teacher, Mrs. Jones, is there. It was right before a school trip to Vacation State, and I looked at the clock-- as soon as I looked at the clock, the hour hand went around the clock faster than a second hand normally would. Distorted time is an interesting thing in dreams- it's probably where Salvador Dali got his idea for the painting. Anyway, before I know it the Vacation State trip is over and I missed it. I saw Mrs. Pappas outside after that and she asked me why I wasn't there. I don't remember what I told her, but I didn't mention the distortion of time in the dream, it seemed completely normal like, ""oh no, there goes time again"" and it was my fault I missed the trip.",jeff,01/30/2000,next thing know im this big fairly dark room old female teacher mrs jones there right before school trip vacation state looked clock as soon as looked clock hour hand went around clock faster than second hand normally would distorted time interesting thing dreams its probably where salvador dali got his idea painting anyway before know vacation state trip over missed saw mrs pappas outside after she asked why wasnt there dont remember what told her didnt mention distortion time dream seemed completely normal like oh no there goes time again fault missed trip,0.09415584415584415,0.29567099567099564,146,['Uncategorized'],"['Animals', 'Body']",3,1,0.15494431124209934,-0.09019349103500007
"Last night's dreams are a little fuzzy in my mind. I remember living somewhere seemingly far away from my own home- most likely somewhere in the country, but I don't really remember any buildings. I remember meeting two girls there who I thought I had met once previously (in dreams, I guess, maybe the same night). For some reason I wanted to be really friendly with them, and I felt some kind of personal attachment. I don't remember much about them, except that they lived far away (Although it seemed I was far away from home, I think they were even further), and I wanted to keep contact with them. Then, I was away from them for some reason, and I was thinking of things I wanted to ask them next time I saw them, such as if I could have their address/email address and if they wanted to stay ""friends forever"". Then, when I went to look for them, they were gone- just left, gone back home. At that time I was in a house that very much resembled my grandfather's house (dreams are weird in that you always know something looks familiar, but can only guess if that wasn't what it was supposed to be, or if you really did make that connection in the dream). There was a small van (it was definitely the same van we went to the college Model UN in), and I saw someone get inside, Mr. Rosetti I think. And as far as I knew, we were going into the city for a school trip. On the van (which seemed more like a really big, fancy bus when I got in there), there was a guy lecturing us about something. I was so tired, half-asleep within my dream; and it was a weird situation. It was kind of like a partial dream within a dream. The lecturer asked a question, and in my ""dream"" I imagined I knew the answer so I raised my hand, and when he finally called on me, I said I didn't know the answer, and I only raised my hand because I was half asleep and I imagined either I knew the answer or that he was asking a different question. I don't remember anything after this.",jeff,02/08/2000,last nights dreams little fuzzy mind remember living somewhere seemingly far away from own home most likely somewhere country dont really remember any buildings remember meeting two girls there who thought met once previously dreams guess maybe same night some reason wanted really friendly felt some kind personal attachment dont remember much about except lived far away although seemed far away from home think even further wanted keep contact then away from some reason thinking things wanted ask next time saw such as if could their addressemail address if wanted stay friends forever then when went look gone just left gone back home time house very much resembled grandfathers house dreams weird you always know something looks familiar can only guess if wasnt what supposed or if you really did make connection dream there small van definitely same van went college model un saw someone get inside mr rosetti think as far as knew going into city school trip van which seemed more like really big fancy bus when got there there guy lecturing us about something so tired halfasleep within dream weird situation kind like partial dream within dream lecturer asked question dream imagined knew answer so raised hand when he finally called said didnt know answer only raised hand because half asleep imagined either knew answer or he asking different question dont remember anything after this,0.06510683760683762,0.5310256410256411,380,['Social'],"['Family', 'Vehicles', 'Body']",3,1,0.18180378131114527,-0.2316519768802502
"I woke up this morning knowing I had a dream immediately before but I couldn't remember what it was about, so I decided to just let my body relax and thoughts from the dream flowed back into my head. All I remember is complaining about somebody putting the Barenaked Ladies song ""McDonalds Girl"" into the school newspaper, which in my dream I believe was called ""El periodico"". So, I was complaining to my school principal, trying to take apart the lyrics and explain why they were offensive to me. Of course, I wasn't really at all offended by this newspaper submission, but I still complained to the principal, Mrs. Lear, about it. Actually, I knew that there was no newspaper submission in the first place (I was just making it up), but I still felt the need to complain about it. Then, all I remember is talking to the person I blamed for the submission of the article, and he shows me the image of a little lego boat; and he told me something about the ship having sunk, or being about to sink.",jeff,02/09/2000,woke up this morning knowing dream immediately before couldnt remember what about so decided just let body relax thoughts from dream flowed back into head all remember complaining about somebody putting barenaked ladies song mcdonalds girl into school newspaper which dream believe called el periodico so complaining school principal trying take apart lyrics explain why offensive course wasnt really all offended by this newspaper submission still complained principal mrs lear about actually knew there no newspaper submission first place just making up still felt need complain about then all remember talking person blamed submission article he shows image little lego boat he told something about ship having sunk or about sink,-0.006249999999999996,0.2222222222222222,184,['Social'],['Vehicles'],3,1,0.16143598667832995,-0.24516072108699224
"I remember being in Africa- a quiet wooded scene outdoors. I think it was a school trip. It was night, and it was rather warm and the air felt humid. I remember being in my bedroom or one much like it, and many frail looking boys coming in- many of them wearing the smallest bit of clothing. I felt rather bad for them, and realized how hard it would be for me to live like that. There were at least 2 beds in the room, and about 5 or 6 boys got into each bed. It also seemed like it would be too crowded if I also got in the bed- I'd barely fit, and I like having room. All I remember thinking is that since there were so many people on the beds, I'd rather sleep on the floor. They didn't say a word. Then I'm in a hotel. Certain doors I wasn't able to open, maybe. I don't remember much, but recollection of it makes me shiver (even though the dream didn't seem too bad when first experienced). There's some recollection of being trapped somewhere, although it didn't feel too pressing of a situation.",jeff,02/25/2000,remember africa quiet wooded scene outdoors think school trip night rather warm air felt humid remember bedroom or one much like many frail looking boys coming many wearing smallest bit clothing felt rather bad realized how hard would live like there least 2 beds room about 5 or 6 boys got into each bed also seemed like would too crowded if also got bed id barely fit like having room all remember thinking since there so many people beds id rather sleep floor didnt say word then im hotel certain doors wasnt able open maybe dont remember much recollection makes shiver even though dream didnt seem too bad when first experienced theres some recollection trapped somewhere although didnt feel too pressing situation,0.13731487810435183,0.4704260651629073,196,['Social'],[],3,1,0.12434306308566849,-0.2474801294588804
"I dreamed I was walking through the middle of New York City, yet it didn't really look too much like a city. There weren't enough tall buildings and people. I came to this area with a bunch of homeless kids, and one of the boys asked me if I'd be willing to trade a dollar for a quarter. After looking into my pocket I found I had several hundred dollars with me, so I gave him my dollar. I told him he could keep the quarter but he gave it to me anyway. There was a girl, who upon seeing a bowl on top of a trailer, wondered if there was any food in it. Unfortunately, I had to answer that there wasn't any food in the bowl. Then the idea came to me that I could take her out of that ghetto area, I could show her a better life, and we could have some fun. So I asked her if she'd like to come with me, and I admitted I had some money. She said she would. For some reason one of her friends came with us too. We were walking, and I decided to ask for her telephone number. She gave me a really weird answer, although it did start with my area code; it was something like: 611-832f-9,dt. I told her I didn't know there was a comma on the telephone, and she told me she didn't either (after looking at the telephone, I found it was one of five or six symbols below the ""0"" key). She told me that was the number for her dorm, or something like that, but I didn't even think that she's homeless and probably wasn't old enough to go to college. I lost sight of her at one point and decided to call her on one of the many nearby phones. Of course, when I called the number you can expect that I'm not really calling a telephone, I'm calling HER- that is, the nearest telephone to her would probably ring. But I guess just about when I picked up the phone, she came into view and I told her I'd been looking for her. So, then we went to the amusement park, and got on a ride where you're sitting down, up to your waist in water. I don't know what the ride was supposed to do. But at that point, the girl (if, in fact, I did know her name, it was probably Julia, because that's the first name that comes to mind when I thought of her), the girl started floating in the air. It seemed a rather normal experience, and I said, ""Oh, no, how do we stop her from floating?"" I don't remember what happened after that, except that she was gone. Then, just outside the amusement park, there was a computer, a very eccentric type of computer. I was typing song lyrics into the computer. They were my own song lyrics, and I was amazed that I was typing really good lyrics without really thinking about what I was typing. I often try to write song lyrics in real life, but they never sound just right, even though I think deeply about what I'm going to write. But here, miraculously, these perfect song lyrics were being typed out by me (I'm not sure how good they would have sounded if I heard them in the physical world). There was an interesting little program on this computer that allowed me to integrate the lyrics into an actual song, just by pressing a button. The lyrics sounded excellent when put to music- in fact, I think the voice I heard singing my lyrics was none other than Steven Page, lead vocalist for Barenaked Ladies. It was my own song, yet it sounded like something Barenaked Ladies might have done- one of my real life goals (to write a song comparable to Barenaked Ladies)! Well, the next thing I remember is being in a room, and seeing the girl that just floated away on me. There were a few other people there, and I just sat down, on a couch opposite the one she was sitting on, and waved.",jeff,02/27/2000,dreamed walking through middle new york city yet didnt really look too much like city there werent enough tall buildings people came this area bunch homeless kids one boys asked if id willing trade dollar quarter after looking into pocket found several hundred dollars so gave him dollar told him he could keep quarter he gave anyway there girl who upon seeing bowl top trailer wondered if there any food unfortunately answer there wasnt any food bowl then idea came could take her out ghetto area could show her better life could some fun so asked her if shed like come admitted some money she said she would some reason one her friends came us too walking decided ask her telephone number she gave really weird answer although did start area code something like 611832f9dt told her didnt know there comma telephone she told she didnt either after looking telephone found one five or six symbols below 0 key she told number her dorm or something like didnt even think shes homeless probably wasnt old enough go college lost sight her one point decided call her one many nearby phones course when called number you can expect im not really calling telephone im calling her nearest telephone her would probably ring guess just about when picked up phone she came into view told her id looking her so then went amusement park got ride where youre sitting down up your waist water dont know what ride supposed do point girl if fact did know her name probably julia because thats first name comes mind when thought her girl started floating air seemed rather normal experience said oh no how do stop her from floating dont remember what happened after except she gone then just outside amusement park there computer very eccentric type computer typing song lyrics into computer own song lyrics amazed typing really good lyrics without really thinking about what typing often try write song lyrics real life never sound just right even though think deeply about what im going write here miraculously these perfect song lyrics typed out by im not sure how good would sounded if heard physical world there interesting little program this computer allowed integrate lyrics into actual song just by pressing button lyrics sounded excellent when put music fact think voice heard singing lyrics none other than steven page lead vocalist barenaked ladies own song yet sounded like something barenaked ladies might done one real life goals write song comparable barenaked ladies well next thing remember room seeing girl just floated away there few other people there just sat down couch opposite one she sitting waved,0.14718815135481803,0.4507359307359309,703,"['Flying/Freedom', 'Water', 'Social']",[],3,1,0.39797630033269266,0.03326980894891055
"My first memory was seeing this blonde girl that looked familiar. When I asked for her name, she said Michelle, and I playfully jumped on her. When she acted surprised, I said, ""Oh, sorry, I thought you were another Michelle."" She said her name was Michelle. (There is a senior at my school with the same last name, but I donÕt know anyone named Michelle.) Yet the name sounded very familiar, even to the point that I checked my old yearbook for someone with that name after I woke up (without success). In my dream, she was probably related to Alex in some way, and she was a shadow at Prep Academy. I wanted her to shadow me, but she went with someone else instead. I was supposed to be in class, but went into another room to look for Michelle. Instead I found some people, presumably teachers, since the one person I knew was Mr. Grant (Some of the others seemed to know me, and shook my hand, but I didn't recognize them).",jeff,03/03/2000,first memory seeing this blonde girl looked familiar when asked her name she said michelle playfully jumped her when she acted surprised said oh sorry thought you another michelle she said her name michelle there senior school same last name donõt know anyone named michelle yet name sounded very familiar even point checked old yearbook someone name after woke up without success dream she probably related alex some way she shadow prep academy wanted her shadow she went someone else instead supposed class went into another room look michelle instead found some people presumably teachers since one person knew mr grant some others seemed know shook hand didnt recognize,0.10113636363636364,0.37954545454545463,174,"['Anxiety', 'Social']",['Body'],3,1,0.36601128906784697,0.19819938633863438
"I was walking through a hospital, and there were people on life support. The cords connecting them to the support went through the only place that I could walk through, and since the lights were rather low, I was afraid I might accidentally knock out one of the plugs, or someone might trip on them. Then there were 2 teachers, Mrs. Pappas and Mr. Dell. I think Mrs. Pappas told me to turn a dial or press a button, but I didn't hear whether she said DON'T press the button, or press it. I didn't know what the button was for, but I thought it might have some crucial consequence if I didn't follow her directions. So I called her, as she was walking away, and she didn't answer. Mr. Dell was walking behind her, so I called Mr. Dell, and he said he'd get Mrs. Pappas to come back to tell me what to do, but she never did, as far as I remember. Then I remember sitting at a table, probably outside, and eating, with Mrs. Saint and some others. All I remember is that I couldn't hear much, and I had to keep asking these kids at a nearby table to repeat what they were saying to me- when I did, some people just laughed and told me to forget it, but I really wanted to know what they were talking about. I felt excluded. I also remember Mrs. Jones showing me something outside the school. I don't remember what it was. Probably I had this dream because when I fell asleep, I'd just gotten back from Plainview High School and I'd seen my old teachers.",jeff,03/03/2000,walking through hospital there people life support cords connecting support went through only place could walk through since lights rather low afraid might accidentally knock out one plugs or someone might trip then there 2 teachers mrs pappas mr dell think mrs pappas told turn dial or press button didnt hear whether she said dont press button or press didnt know what button thought might some crucial consequence if didnt follow her directions so called her as she walking away she didnt answer mr dell walking behind her so called mr dell he said hed get mrs pappas come back tell what do she never did as far as remember then remember sitting table probably outside eating mrs saint some others all remember couldnt hear much keep asking these kids nearby table repeat what saying when did some people just laughed told forget really wanted know what talking about felt excluded also remember mrs jones showing something outside school dont remember what probably this dream because when fell asleep id just gotten back from plainview high school id seen old teachers,0.030666666666666665,0.4226666666666667,279,['Social'],[],3,1,0.3215259764146881,-0.047315339608120226
"I remember not really being involved for most of this dream. Like a movie, where I'm there, but just watching, and nobody else notices I'm there. It was about a boy, and I think a girl, either his sister or mother probably. The boy is being taken somewhere through the ceiling of the basement (that I think is my grandfather's basement) by an evil superman look-alike. The girl doesn't know what's happening to her little brother/son. There was more, but it's so foggy in my memory I can't describe it. The next thing I know, I'm in my kitchen, and there's a bunch of people there- an electrical unit or something near the door, from what I remember (although I don't know what that has to do with anything), and we sort of ""slid"" out of the house. I don't exactly remember, it was almost like a waterslide, maybe. Then, I fell until I was at the other side of the driveway and then suddenly realized I had no clothes on. At that point, everybody was getting ready to start a fantasy baseball draft. The first draft pick went to the ""Jethros""- i.e. Jethro Tull (last guitar lesson, I told my guitar teacher I didn't really like Jethro Tull and he said he's never heard of anyone who didn't).",jeff,03/04/2000,remember not really involved most this dream like movie where im there just watching nobody else notices im there about boy think girl either his sister or mother probably boy taken somewhere through ceiling basement think grandfathers basement by evil superman lookalike girl doesnt know whats happening her little brotherson there more its so foggy memory cant describe next thing know im kitchen theres bunch people there electrical unit or something near door from what remember although dont know what do anything sort slid out house dont exactly remember almost like waterslide maybe then fell until other side driveway then suddenly realized no clothes point everybody getting ready start fantasy baseball draft first draft pick went jethros ie jethro tull last guitar lesson told guitar teacher didnt really like jethro tull he said hes never heard anyone who didnt,0.041964285714285725,0.3803571428571428,219,"['Water', 'Social']",['Family'],3,1,0.19594364048655488,-0.21484882537488517
"Most of the dream takes place at night. I'm running continuously through a place that looks sort of like my town. I half realize I'm dreaming, but not really. I just remember thinking that it's so easy to run in a dream without getting out of breath, and how fun running is in dreams. Although it looked a lot like my town, I get a feeling at some point I was a long way from my hometown. I just remember asking someone where the bank was. Since I knew I was dreaming, I wanted to rob a million dollars from the bank and ""play liar liar"" was what I called it (I don't exactly understand why, except that in the movie ""Liar Liar"" Jim Carey played the part of a lawyer who couldn't tell the truth). Having fun playing cops and robbers in my sleep, for real. I never got to the bank or anything. Again, if I really knew I was dreaming, I would have known that I didn't need money in the dream world and just done whatever I wanted. Oh, there were also a few things about lucid dreaming I thought up, during my dream. I remember thinking, at one point during my dreaming, ""I wonder if I can hypnotize myself while I'm dreaming so I'll be different in some way when I wake up,"" and someone told me that thinking of some of your idiosyncrasies in real life will make your dream stronger when it's fading. Somehow it worked for me, but it was so crazy, it probably worked only by the power of suggestion (besides, I was thinking of things like, ""I don't shower enough"" as idiosyncrasies).",jeff,03/05/2000,most dream takes place night im running continuously through place looks sort like town half realize im dreaming not really just remember thinking its so easy run dream without getting out breath how fun running dreams although looked lot like town get feeling some point long way from hometown just remember asking someone where bank since knew dreaming wanted rob million dollars from bank play liar liar what called dont exactly understand why except movie liar liar jim carey played part lawyer who couldnt tell truth having fun playing cops robbers sleep real never got bank or anything again if really knew dreaming would known didnt need money dream world just done whatever wanted oh there also few things about lucid dreaming thought up during dream remember thinking one point during dreaming wonder if can hypnotize myself while im dreaming so ill different some way when wake up someone told thinking some your idiosyncrasies real life will make your dream stronger when its fading somehow worked so crazy probably worked only by power suggestion besides thinking things like dont shower enough as idiosyncrasies,0.07916666666666666,0.4156250000000001,282,['Fear/Chase'],['Vehicles'],3,1,0.12218016058509258,-0.24746668320893858
"I dreamed I was in a big room, with lots of people. There were tables, but I didn't see any food. Bernice was there, and there is a brief sexual scene between us. I guess we were in school, or at a school event, because after that, I was very afraid that everyone had seen and that I could be kicked out of school. I pretended the whole thing was ""a show,"" walking around to every table asking everyone ""how do you like the show?"". I didn't feel like anyone was there at the time. I felt ""they"" were looking for me, and would catch me any minute. Then there was a girl who I sat next to, and told her what a surprise, that I'll love her forever (and I don't just say those things, believe me, I really mean them. I sound like Holden Caulfield from Catcher in the Rye, I know- but I know exactly how that kid felt). Then I heard somebody call my name, and I knew I'd be in huge trouble. The strange thing, though, is that it wasn't my name. I can't remember what they called me, but it seemed natural like it was really my name. So, I brought this girl through the nearest door and downstairs. I kept telling her to run faster, but I didn't run away because I felt safer with her around. As far as I remember, I got out. Then, I remember thinking I had woken up, and coming outside my house to see a school bus in my driveway. I thought the bus might have been from my dream, and realized in that case it could have been from anywhere in the world. I looked at the location on the side, and it said it was from somewhere in CA, which, instead of making it out to mean ""West Coast,"" I thought it meant ""Central America."" I also remember getting a phone call and being called into the studio of the radio station ABCD at the nearby university- but it wasn't a small studio room, it was more like a big gymnasium. If I remember, not everybody had all their clothes on (some of the guys had their shirts off, I think) and the main guy there reminded me of one of the early morning guys on WAAF.",jeff,03/13/2000,dreamed big room lots people there tables didnt see any food bernice there there brief sexual scene between us guess school or school event because after very afraid everyone seen could kicked out school pretended whole thing show walking around every table asking everyone how do you like show didnt feel like anyone there time felt looking would catch any minute then there girl who sat next told her what surprise ill love her forever dont just say those things believe really mean sound like holden caulfield from catcher rye know know exactly how kid felt then heard somebody call name knew id huge trouble strange thing though wasnt name cant remember what called seemed natural like really name so brought this girl through nearest door downstairs kept telling her run faster didnt run away because felt safer her around as far as remember got out then remember thinking woken up coming outside house see school bus driveway thought bus might from dream realized case could from anywhere world looked location side said from somewhere ca which instead making out mean west coast thought meant central america also remember getting phone call called into studio radio station abcd nearby university wasnt small studio room more like big gymnasium if remember not everybody all their clothes some guys their shirts off think main guy there reminded one early morning guys waaf,0.06298611111111112,0.4197916666666668,392,['Social'],"['Animals', 'Vehicles', 'Nature']",3,1,0.25280310928828165,-0.24636509724076464
